source_genesymbol,target_genesymbol,interaction_type
Pparg,Foxp3,->
Pparg,Pten,->
Pparg,Mmp2,-|
Pparg,Ccl12,-|
Pparg,Mif,->
Mif,Cxcr4,->
Pparg,Gadd45a,->
Tgfbr1,Smad2,->
Pparg,Ccnd1,-|
Pparg,Ptgs2,-|
Pparg,Myd88,-|
Pparg,Calr,->
Myog,Mef2c,->
Pparg,Pdk2,-|
Pdk2,Akt1,->
Pparg,Apob,-|
Ptprj,Mapk3,-|
Nr5a1,Sp1,->
Nr5a1,Pou5f1,->
Nr5a1,Pias1,->
Pias1,Akt1,->
Nr5a1,Rad21,->
Sp1,Elavl1,->
Nr5a1,Esrrg,->
Esrrg,Plk2,->
Nr5a1,Prkcg,->
Nr5a1,Nr0b1,->
Nr5a1,Ccn3,-|
Nr5a1,Cnr1,->
Nr5a1,Ngf,->
Sp1,Cops5,->
Ptprj,Mapk1,-|
Nr5a1,Rnf4,->
Rnf4,Kdm5b,-|
Nr5a1,Gnrhr,->
Nr5a1,Scarb1,->
Nr5a1,Gnrh1,->
Rnf4,Nfya,->
Nr5a1,Pbx1,->
Nr5a1,Hp,->
Ltf,Tfrc,->
Pias1,Prdm1,->
Nr5a1,Nr5a2,->
Nr5a1,A2m,->
A2m,Mmp2,-|
Ptprj,Pdgfrb,-|
Rnf4,Nfyc,->
Sp1,Wnk1,->
Wnk1,Stk39,->
Nr5a1,Rnf31,->
Rnf31,Ikbkg,->
Nr5a1,Gdnf,->
Gdnf,Ret,->
Sp1,Cdk5,->
Nr5a1,Shh,->
Nr5a1,Nos1,->
Rnf4,Nfyb,->
Prkcg,Gsk3a,-|
Nr2f2,Nr3c1,->
Nr5a1,Inha,->
Prkcg,Keap1,-|
Sp1,Jak3,->
Nr5a1,Ctla4,->
Ctla4,Ptpn6,->
Sp1,Msx1,->
Ptprj,Lyn,->
Nr5a1,Nrip1,->
Sp1,Pias4,->
Pias4,Tcf7l2,->
Atf2,Prkaca,->
Atf2,Map3k1,->
Atf2,Rela,->
Atf2,Prkcd,->
Atf2,Dusp1,->
Atf2,Cebpb,->
Atf2,Tnfsf11,->
Atf2,Sox9,->
Atf2,Trib3,->
Trib3,Cop1,->
Atf2,Elavl1,->
Atf2,Hif1a,->
Atf2,Ep300,->
Atf2,Bcl2,->
Cebpb,Wnt10b,->
Atf2,Il13,->
Atf2,Cdkn2a,->
Atf2,Rb1,->
Atf2,Casp3,->
Atf2,Hes1,->
Atf2,Tgfb3,->
Atf2,Egr1,->
Atf2,Cdkn1a,->
Atf2,Pparg,->
Atf2,Cdk4,-|
Jun,Cdkn1b,-|
Atf2,Atf4,->
Atf2,Tgfbr2,->
Atf2,Tnf,->
Atf2,Per2,->
Atf2,Fn1,->
Atf2,Ddit3,->
Atf2,Foxp3,->
Atf2,Rb1cc1,->
Rb1cc1,Ulk1,->
Atf2,Ppargc1a,-|
Atf2,Tle1,->
Tle1,Lef1,->
Atf2,Fas,->
Atf2,Ins2,->
Ep300,Ezh2,->
Atf2,Apex1,->
Atf2,Fgf21,->
Fgf21,Fgfr1,->
Atf2,Il11,->
Atf2,Ifng,->
Atf2,Flt1,->
Egr1,Prkca,->
Atf2,Il18,->
Prkcd,Src,->
Atf2,Socs3,->
Atf2,Ptgs2,->
Egr1,Gdf15,->
Atf2,Mmp1a,->
Egr1,Sumo1,->
Atf2,Faslg,->
Atf2,Mylk,->
Atf2,Th,->
Atf2,Pten,->
Atf2,Nr4a2,->
Atf2,Tgfb1,->
Atf2,Il1rn,->
Tle1,Six3,->
Atf2,Ccnd1,->
Atf2,Ccl12,->
Atf2,Serpinb5,->
Nr4a2,Nr4a1,->
Mmp2,F2r,->
Atf2,Hrk,->
Atf2,Plau,->
Myod1,Ddx5,->
Ddx5,Tp53,->
Myod1,Brca1,->
Myod1,Maf,->
Myod1,Jun,->
Myod1,Mef2c,->
Myod1,Bcl2,->
Myod1,Musk,->
Arnt,Ctsd,->
Myod1,Fos,-|
Myod1,E2f1,->
Myod1,Cdkn1a,->
Myod1,Smarca1,->
Myod1,Snw1,->
Myod1,Notch3,->
Maf,Il10,->
Myod1,Ins2,->
Myod1,Kat2b,->
Myod1,Myocd,->
Myod1,Irs1,->
Myod1,Pax7,->
Pax7,Kmt2a,->
Maf,Ifng,->
Myod1,Hrh3,->
Hrh3,Gnai1,->
Myod1,Vegfa,->
Myod1,Fgf1,->
Mafb,Csnk2a2,->
Six1,Gata3,->
Mafb,Tfrc,-|
Myod1,Ccnd1,->
Hrh3,Gnai3,->
Myod1,Pycard,->
Myod1,Dusp1,->
Myod1,Abcb1a,->
Myod1,Plau,->
Myod1,Ranbp2,->
Gdf15,Ret,->
Gdf15,Erbb2,->
Atf4,Fgf2,->
Apex1,Rela,->
Apex1,Tp53,->
Apex1,Mnt,->
Mnt,Max,->
Apex1,Brca1,->
Apex1,Nfkb1,->
Apex1,Hap1,->
Apex1,Mpg,->
Apex1,Pten,->
Apex1,Cdkn1a,->
Apex1,Cd19,->
Apex1,Socs3,->
Apex1,Il6,->
Apex1,Tnf,->
Apex1,Actb,->
Apex1,Fosl1,->
Apex1,Hhex,->
Brca1,Abl1,-|
Egr1,Bcl2l11,->
Relb,Skp2,->
Apex1,Gal,->
Gal,Mtnr1a,->
Socs3,Irs1,-|
Apex1,Gfra1,->
Apex1,Nqo1,->
Apex1,Ccl12,->
Apex1,Gdnf,->
Apex1,Abcb1a,->
Arnt,Esr2,->
Stat3,Nlk,->
Apex1,Blk,->
Relb,Cflar,->
Bik,Bcl2l1,-|
Casp3,Psen1,->
Casp3,Cdh1,->
Mef2a,Fgfr1,->
Casp3,Kdm4c,-|
Kdm4c,H3c6,-|
Casp3,Bmx,->
Kdm4c,H3c11,-|
Gzma,Set,-|
Set,Ppp2ca,-|
Ppp2ca,Pxn,-|
Ppp2ca,Pak1,-|
Ppp2cb,Ikbkb,-|
Gfi1b,Dtx1,->
Ppp2cb,Mark2,->
Fosl1,Snai1,->
Fosl1,Cebpa,-|
Ppp2ca,Prkg1,->
Il19,Il20ra,->
Il20ra,Tyk2,->
Il20ra,Jak1,->
Stat5b,Rb1,->
Jak1,Jak2,->
Jak2,Tet2,->
Stat2,Ifng,->
Fes,Bcr,->
Ptpn11,Ptk2b,-|
Dusp3,Pdgfrb,->
Stat2,Pml,->
Dusp3,Mapk9,-|
Stat2,Il12a,->
Tyk2,Rack1,->
Litaf,Tp53,->
Litaf,Mapk14,->
Litaf,Mapk1,->
Litaf,Mdm2,->
Mdm2,Grk2,->
Litaf,Gadd45a,->
Litaf,Vegfa,->
Litaf,Pik3r1,->
Furin,Insr,->
Litaf,Myd88,->
Litaf,Fgf10,->
Litaf,Cxcl12,->
Litaf,Mafg,->
Mafg,Nfe2l2,->
Furin,Notch1,->
Mafg,Nqo1,->
Litaf,Ccl12,-|
Litaf,Hspa5,->
Ppp2r2c,Src,-|
Dnaja3,Erbb2,->
Erbb2,Grap,->
Egr1,Src,->
Egr1,Tp53,->
Egr1,Crebbp,->
Egr1,Tnfsf11,->
Egr1,Akt1,->
Egr1,Bax,->
Egr1,Ctnnb1,->
Egr1,Mdm2,->
Egr1,Rb1,->
Egr1,Dusp4,->
Egr1,Hif1a,->
Egr1,Abl1,->
Egr1,Cdkn1a,->
Egr1,Bcl2,-|
Egr1,Sp1,->
Egr1,Rela,-|
Egr1,Ar,-|
Egr1,Il6,-|
Egr1,Tnf,->
Egr1,Per1,->
Egr1,Fn1,->
Egr1,Brca1,->
Egr1,Gnaq,->
Egr1,Myb,-|
Egr1,Dusp1,->
Egr1,Fos,->
Egr1,Fas,-|
Egr1,Hes1,->
Egr1,Sgk1,->
Egr1,Ngf,->
Egr1,Birc5,-|
Egr1,Acvr1,->
Egr1,Prkce,->
Egr1,Nr3c1,->
Egr2,Mpz,->
Egr1,Ifng,->
Egr1,Kat2b,->
Egr1,Snai2,->
Egr1,Drd2,->
Egr1,Pgf,->
Egr1,Bcr,->
Egr1,Mst1r,->
Egr1,Egfr,->
Egr1,Fgf2,->
Egr1,Ptpn1,-|
Egr1,Flt1,->
Egr1,Vegfa,->
Egr1,Faslg,->
Egr1,Tf,->
Tf,Tfrc,->
Egr1,Cd44,->
Egr1,Map3k1,->
Rps6ka1,Stk11,-|
Egr1,Mmp2,-|
Egr1,Ccnd1,->
Egr1,Prkcg,->
Egr1,Ccl12,->
Egr1,Cxcl12,->
Egr1,Tnfrsf1b,->
Egr1,Met,-|
Egr1,Ret,->
Egr1,Nos1,->
Pitx1,Irf2,-|
Egr1,Ccnd2,->
Egr1,Pten,->
Egr1,Cav1,->
Egr1,Adamts13,->
Adamts13,Vwf,->
Egr1,Abcb1a,->
Egr1,Plau,->
Egr1,App,->
Egr1,Hmox1,->
Egr1,Kras,->
Egr1,Lmo1,->
Lmo1,Tal1,->
Egr1,Npy,->
Egr1,Sf1,->
Xbp1,Jun,->
Xbp1,Egfr,->
Xbp1,Sirt1,->
Xbp1,Runx2,->
Xbp1,Tnfsf11,->
Xbp1,Esr1,->
Xbp1,Wnt10b,->
Xbp1,Ern1,->
Ern1,Mapk8,->
Xbp1,Rb1,->
Jun,Cdkn1a,->
Bhlha15,Gata4,->
Xbp1,Zhx2,->
Zhx2,Gpc3,-|
Xbp1,Igf1,->
Zhx2,Hnf1a,-|
Xbp1,Ptger4,->
Ptger4,Gnai1,->
Zhx2,Map2k2,->
Xbp1,Vegfa,->
Ddit3,Bcl2,-|
Xbp1,Cxcl2,->
Zhx2,Nfya,-|
Xbp1,Hspa1a,->
Zhx2,Ocln,-|
Xbp1,Ccl12,->
Xbp1,Fasn,->
Xbp1,Ifnb1,-|
Hspa1a,Nr3c1,-|
Jun,Plau,->
Jun,Ilk,->
Jun,Gab2,->
Dlx4,Myc,->
Dlx4,Twist1,->
Dlx4,Rps6kb1,->
Rps6kb1,Tp53,->
Dlx4,Gata1,->
Dlx4,Vdr,->
Dlx4,Brca1,-|
Dlx4,Fn1,->
Gata1,Esr1,->
Dlx4,Bcl2,->
Dlx4,Wnt1,->
Dlx4,Tfap2a,->
Dlx4,Axin2,->
Rps6kb1,Esr1,->
Dlx4,Ikbke,->
Dlx4,Tnf,->
Tbk1,Ikbkb,->
Dlx4,Cdh1,->
Dlx4,Ube2d3,->
Ube2d3,Nfkb1,->
Dlx4,Ctbp1,->
Rps6kb1,Stk11,->
Rps6kb1,Rps6ka3,->
Dlx4,Eif4e,->
Dlx4,Ntrk2,->
Tfap2a,Sp2,->
Dlx4,Fgf2,->
Dlx4,Ifng,->
Gata1,Tbxa2r,->
Tbk1,Irf5,->
Dlx4,Vegfa,->
Dlx4,Tnfrsf11a,->
Dlx4,Nlgn1,->
Dlx4,Hbb-b1,->
Dlx4,Krt5,->
Brca1,Ep300,->
Dlx4,Pdgfa,->
Nfil3,Srebf1,-|
Dlx4,Ifnb1,->
Gata1,Bdkrb1,->
Tfap2a,Fst,->
Dlx4,Nos1,->
Dlx4,Abcb1a,->
Dlx4,Il7,->
Dlx4,Icam1,->
Myb,Crebbp,->
Akt3,Gsk3b,->
Akt3,Pou5f1,->
Akt3,Stk3,-|
Akt3,Foxo3,-|
Myb,Cdk1,->
Akt3,Creb1,->
Nlk,Notch1,-|
Myb,Cxcr4,->
Hipk2,Hif1a,-|
Akt3,Stk4,-|
Hipk2,Abcb1a,-|
Myb,Il7,->
Tank,Tbk1,->
Tbk1,Rela,->
Tbk1,Lrrk2,->
Tbk1,Nfkb1,->
Tank,Ikbke,->
Ikbke,Cdk2ap1,->
Cdk2ap1,Cdk2,-|
Rel,Bcl2,-|
Irf7,Cxcl10,->
Irf7,Cysltr2,->
Cysltr2,Gnai3,->
Irf7,Il12a,->
Rel,Krt14,->
Mlxip,Kit,->
Kit,Grb2,->
Kit,Pik3r1,->
Kit,Flt3,->
Flt3,Ctnnb1,->
Kit,Stap1,->
Stap1,Stat5a,->
Ptpn11,Insr,->
Phb1,Ar,-|
Ptpn11,Egfr,-|
Grb2,Map4k1,->
Grb2,Vav1,->
Kit,Grb7,->
Grb7,Erbb2,->
Mlxip,Mlh1,->
Mlh1,Pms2,->
Pms2,Tp73,->
Ptpn11,Src,->
Grb2,Irs1,->
Stap1,Tec,->
Grb2,Ptk2b,->
Mlxip,Txnip,->
Grb7,Ptk2,->
Pik3r1,Rac1,->
Jak2,Jak1,->
Pdcd1lg2,Pdcd1,->
Rgmb,Bmpr1b,->
Bmpr1b,Smad1,->
Bmpr1b,Smad5,->
Smad5,Gata2,->
Smad5,Smad6,->
Bmpr1b,Smad2,->
Smad5,Smad4,->
Smad5,Smad7,->
Bmpr1b,Smad9,->
Smad9,Msx1,->
Ace2,Agt,->
Ace2,Tigit,->
Tigit,Arrb2,->
Stat5a,Epo,->
Agt,Adra2a,->
Agt,Agtr1a,->
Ptpn11,Jak2,->
Agtr1a,Atp1b1,->
Stat5a,Pias3,->
Stat5b,Fgf2,->
Ctnnd1,Csnk1e,->
Pdcd1,Ceacam2,->
Skp2,Myc,->
Skp2,Cdkn1a,-|
Foxo1,Atg14,->
Atg14,Becn1,->
Foxo1,Ppargc1a,->
Skp2,Dab2ip,-|
Foxo1,Cnr1,-|
Maml1,H3c6,->
Myog,Tnfrsf11a,->
Klf4,Notch1,->
Dab2ip,Map3k5,->
Foxa2,Nr4a2,->
Maml1,H3c11,->
Foxo1,Tcf4,->
Ctsb,Igf1,->
Bak1,Bad,-|
Igf1,Insr,->
Ctsb,Ren1,->
Ren1,Agt,->
Nrxn3,Dag1,->
Dag1,Plcg1,->
Dag1,Efnb1,->
Efnb1,Epha4,->
Fgfrl1,Fgfr1,->
Nrxn3,Nlgn2,->
Prkca,Adra1b,->
Adra1b,Cxcr4,->
Dag1,Lama4,->
Lama4,Itga3,->
Gabarapl1,Sqstm1,->
Keap1,Rac1,-|
Gabpa,Pou5f1,->
Gabpa,Il10,->
Cdk5,Map2k1,->
Gabpa,Il16,->
Wdfy3,Gabarap,-|
Nfatc3,Gpc6,->
Cdk5,Cask,->
Nfe2l2,Gadd45gip1,->
Gadd45gip1,Nr4a1,-|
Ntrk2,Nck2,->
Nck2,Ptk2,->
Abl1,Hspa1a,->
Itch,Gli1,-|
Eomes,Kat5,->
Eomes,Kdm6b,->
Eomes,Notch1,->
Eomes,Ctnnd1,->
Ctcf,Bax,->
Maf,Il13,->
Pax6,Cdkn1b,->
Eomes,Ifng,->
Otx2,Il6,->
Ctnnd1,Vav2,->
Notch1,Col1a1,->
Neurod1,Nr0b2,-|
Pax6,Klk1b26,->
Ctnnd1,Cdh1,->
Ctnnd1,Rac1,->
Pax2,Wt1,->
Pax6,L1cam,->
Eomes,Elavl2,->
Elavl2,Adam10,->
Pax6,Fgf8,->
Eomes,Thy1,->
Thy1,Arhgap35,-|
Eomes,Il2,->
Eomes,Il17a,->
Eomes,Il21,->
Il21,Il4r,->
Pdx1,Srebf1,->
Mitf,Bad,->
Tcf7l2,Ccl12,->
Pax6,Atoh7,->
Pax6,Sst,->
Eomes,Lefty2,->
Lefty2,Acvr1b,->
Acvr1b,Smad2,->
Vav2,Ptpn11,-|
Eomes,Il2rb,->
Il2rb,Jak1,->
Il6ra,Jak2,->
Il6ra,Gp6,->
Gp6,Itgb1,->
Ywhaq,Cdc25c,-|
Ywhaq,Mef2d,->
Mef2d,Prkaca,->
Brca1,Tp63,->
E2f1,Ppm1d,->
Prkd1,Jun,->
Mef2d,Cd44,->
Prkd1,Bad,-|
Mef2d,Ep300,->
Prkd1,Egfr,->
E2f1,Plau,->
Mef2d,Mef2a,->
E2f1,Cdt1,->
Cd40lg,Itgb2,->
Itgb2,Csk,->
Csk,Src,->
Csk,Fyn,->
Csk,Ptk2,->
Csk,Flt3,->
Flt3,Cdkn1b,-|
Csk,Pxn,->
Csk,Yes1,-|
Ikbke,Akt1,->
Cd40lg,Cd9,->
Csk,Fgr,->
Itch,Bid,-|
Csk,Lyn,->
Csk,Hck,-|
Ikbke,Lrrk2,->
Itgb2,Thy1,->
Ikbke,Cyld,-|
Csk,Itgb6,->
Ikbke,Traf2,->
Rel,Tradd,->
Nfkb2,Egfr,->
Rel,Ccne1,-|
Pdik1l,Tnf,->
Pou2f1,Pttg1,->
Pou2f1,Bcl2,->
Pou2f1,Sfrp2,->
Sfrp2,Wnt1,-|
Pou2f1,Cdkn2a,->
Pou2af1,Id2,->
Pou2f1,Cdkn1a,->
Thrb,Nr1h3,->
Spi1,Cdkn1b,->
Pou2f1,H2-Ea,-|
H2-Ea,Cd81,->
Pou2f1,Tnf,->
Pou2f1,Il6,->
Pou2f1,Zfp42,->
Zfp42,Dkk1,->
Nfya,Bmal1,->
Pou2f1,Hmga1,->
Pou2f1,Bdkrb1,->
Pou2f1,Sdc4,->
Fgf4,Fgfr1,->
Pou2f1,Gnrh1,->
Pou2f1,Pou2f2,->
Pou2f1,Pou1f1,-|
Pou1f1,Fos,->
Pou2f1,Il2,->
Pou2f1,Hbb-b1,->
Pou2f1,Spp1,->
Pou2f1,Vcam1,-|
Vcam1,Ezr,->
Pou2f1,St6gal1,->
St6gal1,Egfr,->
Ptprc,Tyk2,-|
Thrb,Stat5a,->
Pou2f1,Plau,->
Hmga1,Ccne1,-|
Ptprc,Lck,->
Mafb,Src,->
Csnk2a2,Mapk3,->
Mafb,Nuak1,->
Nuak1,Tp53,->
Mafb,Prdm1,->
Csnk2a2,Max,->
Mafb,Mapk1,->
Mafb,Nfatc1,-|
Mafb,Tnfsf11,->
Csnk2a2,Mycn,->
Mafb,Pdx1,->
Mafb,Cdkn2a,->
Mafb,Ccnd2,->
Csnk2a2,Vdr,->
Mafb,Maf,->
Maf,Tp53,->
Csnk2a2,Hsf1,->
Csnk2a2,Xpc,->
Csnk2a2,Ccar2,->
Prdm1,Il6,-|
Pdx1,Notch1,->
Csnk2a2,Ddit3,->
Nuak1,Casp6,-|
Csnk2a2,Tcf7l2,->
Csnk2a2,Tp73,->
Mafb,Ins2,->
Csnk2a2,Tnf,->
Csnk2a2,Egr1,->
Csnk2a2,Calm1,->
Mafb,Cdx1,->
Maf,Bdkrb2,->
Csnk2a2,Calm2,->
Csnk2a2,Smc3,->
Csnk2a2,Apex1,->
Tbk1,Ikbke,->
Csnk2a2,Faf1,->
Csnk2a2,Atf1,->
Csnk2a2,Vtn,->
Mafb,Mmp13,->
Csnk2a2,Hdac1,->
Mafb,Hoxb1,->
Csnk2a2,Crem,->
Mafb,Hoxb3,->
Hoxb3,Dnmt3b,->
Csnk2a2,Unc5d,->
Csnk2a2,Calm3,->
Csnk2a2,Mre11,->
Csnk2a2,Ocln,->
Mafb,Ccl12,->
Csnk2a2,Mndal,->
Csnk2a2,Bid,->
Csnk2a2,Hdac2,->
Mafb,Mmp3,->
Mafb,Il7r,->
Csnk2a2,Mnda,->
Hoxb3,Nkx2-1,->
Csnk2a2,Mef2c,->
Csnk2a2,Nkx3-1,->
Csnk2a2,Mcm2,->
Hoxc8,Smad1,->
Hoxc8,Ar,-|
Hoxc8,Tnfrsf11b,->
Hoxc8,Pcna,->
Ar,Srebf2,->
Hey1,Hes1,->
Snai2,Cdh5,-|
Hoxc8,Ncam1,->
Hoxc8,Bmp2,->
Tcf7l2,E2f1,->
Hoxc8,Spp1,->
Spp1,Ptger4,->
Msx2,Myod1,-|
Tcf7l2,Skp2,->
Snai2,Klf4,-|
Spp1,S1pr1,->
Msx2,Tgfb2,->
Tcf7l2,Mxd1,-|
Spp1,Itga5,->
Tcf7l2,Mybl2,-|
Msx2,Pitx2,-|
Pcna,Cdt1,->
Atf1,Prkaca,->
Atf1,Map2k2,->
Atf1,Atm,->
Atf1,Creb1,->
Atf1,Mapk14,->
Atf1,Crebbp,->
Atf1,Cebpb,->
Atf1,Thbs1,-|
Atf1,Cebpa,->
Atf1,Usp7,->
Usp7,Foxo1,->
Atf1,Bcl2,->
Atf1,Nkx6-1,->
Nkx6-1,Wnt1,->
Atf1,Fos,->
Atf1,Dusp1,->
Atf1,Pcna,->
Atf1,Pparg,->
Atf1,Jun,->
Atf1,Tgfbr2,->
Atf1,Il6,->
Atf1,Mitf,->
Atf1,Tnf,->
Atf1,Kat2b,->
Kat2b,Yy1,->
Atf1,Erbb2,->
Atf1,Ccna1,-|
Atf1,Ciita,->
Atf1,Fosl1,->
Atf1,Ifng,->
Sstr3,Gnai1,->
Atf1,Hgf,->
Atf1,Gabpa,->
Rps6ka3,Src,->
Atf1,Nts,->
Nts,Ngfr,->
Atf1,Flt1,->
Mapkapk2,Bcl2l1,->
Usp7,Mdm2,->
Atf1,Cd44,->
Atf1,Th,->
Atf1,Mmp2,->
Atf1,Sh3rf1,-|
Sh3rf1,Map2k7,->
Camk2a,Ptk2,->
Mitf,Cdkn2a,-|
Camk2a,Nos1,->
Camk2a,Egfr,->
Atm,Erbin,->
Cebpb,Furin,->
Usp7,Skp1,-|
Atf1,Dbh,->
Atf1,Ptgs2,->
Mitf,Lyn,->
Atf1,Eno1,->
Rubcn,Becn1,-|
Rubcn,Pik3c3,-|
Vtn,Itgb1,->
Vtn,Sdc4,->
Vtn,Kdr,-|
Vtn,Itga5,->
Kdr,Adrb2,->
Itga5,Cbl,-|
Vtn,Itga2b,->
Itga2b,F2r,->
Kdr,Grb2,->
Vtn,Itgb3,->
Vtn,Itgb6,->
Vtn,Plaur,->
Vtn,Itgb8,->
Vtn,Itgav,->
Itgav,Thy1,->
Vtn,Itga8,->
Itga8,Csk,->
Ptpn2,Jak1,->
Kdr,Epor,->
Epor,Jak2,->
Adam17,Notch1,->
Ppp1ca,Mapk3,-|
Gli1,Spag9,->
Gli1,Foxa2,->
Gli1,Sox9,->
Tp63,Akt1,->
Itch,Erbb4,-|
Tp73,Cdkn1a,->
Tp63,Cdkn1b,->
Ppp1ca,Stk3,->
Gli1,Jun,->
Tp63,Ar,->
Tp63,Brca1,->
Tp73,Chek2,->
Erbb4,Pik3cg,->
Smad7,Bmp4,->
Mavs,Ikbke,->
Tp63,Nr3c1,->
Tp73,Bdkrb2,->
Itch,Dtx1,-|
Erbb4,Stat5a,->
Gli1,Birc3,->
Tp63,Insr,->
Smad2,Agtr1a,->
Ppp1ca,Stat3,-|
Gli1,Foxm1,->
Dtx1,Ep300,->
Mta1,Faslg,->
Ppp1ca,Casp9,->
Gli1,Foxa1,-|
Gli1,Cxcr4,->
Smad7,Apc,->
Mavs,Irf7,-|
Gli1,Slit2,-|
Gli1,Runx2,->
Erbb4,Egfr,->
Gli1,Cyld,-|
Gli1,Akt1,->
Gli1,Ccnd2,->
Gli1,Bcl2,->
Gli1,Sgk1,-|
Dlc1,Myh9,-|
Myh9,Ctnnb1,->
Dlc1,Bcl2l11,-|
Ep300,Ifng,->
Ctnnb1,Ephb2,->
Tcf3,Fgfr2,->
Nr4a1,Il1a,->
Pitx2,Apob,->
Nr4a1,Tnfsf11,->
Tcf3,Snai1,->
Ep300,Mdm2,->
Nr4a1,Th,->
Nr4a3,Btk,->
Nr4a2,Thbs1,-|
Nr4a1,Nr3c1,-|
Ctnnb1,Inha,->
Pitx2,Esr2,->
Ctnnb1,Cd14,->
Nr4a1,Egf,->
Ep300,Ccne1,->
Gli2,Gli1,->
Ep300,Tp73,->
Gpc6,Shh,->
Gpc6,Wnt5a,-|
Wnt5a,Nlk,->
Nlk,Stat3,->
Wnt5a,Ror2,->
Ror2,Grk2,->
Grk2,Tp53,->
Ror2,Mapk8,->
Wnt5a,Lrp6,->
Gpc6,Ptch1,->
Ptch1,Ccnb1,->
Wnt5a,Fzd2,->
Fzd2,Dvl1,->
Nlk,Tcf4,-|
Ror2,Flna,->
Ror2,Bmpr1b,->
Wnt5a,Ror1,->
Ror1,Src,->
Nlk,Mef2a,->
Cdon,Abl1,->
Mapk8,Map4k4,->
Wnt5a,Ptk7,->
Ptk7,Ctnnb1,-|
Tcf7l2,Zbp1,->
Zbp1,Ripk3,->
Nlk,Pxn,->
Wnt5a,Fzd3,->
Fzd3,Rhoa,->
Fzd2,Dvl2,->
Nlk,Smad4,-|
Wnt5a,Adrb2,->
Flna,Akt1,->
Ror1,Erbb3,->
Tcf7l2,Runx2,->
Wnt5a,Ptprk,->
Ptprk,Egfr,-|
Tcf7l2,Myod1,->
Nlk,Ncoa3,->
Fzd2,Dvl3,->
Gpc1,App,->
Mef2a,Nrf1,->
Tcf7l2,Birc5,->
Tcf7l2,Cd44,->
Tcf7l2,Gli2,->
Wnt5a,Mcam,->
Tcf7l2,Abcb1a,->
Smo,Stk36,->
Stk36,Gli1,->
Smo,Gnb3,->
Gnb3,Tgfbr1,->
Nupr1,Tp53,->
Nupr1,Ep300,->
Nupr1,Atf4,->
Atf4,Crebbp,->
Nupr1,Bcl2l1,->
Atf4,Ctnnb1,->
Atf4,Creb1,-|
Nupr1,Cdkn1a,->
Atf4,Stat3,->
Atf4,Per2,->
Atf4,Tnf,->
Atf4,Prkn,->
Atf4,Drd2,->
Atf4,Vegfa,->
Ep300,Ar,->
Ep300,Ddx5,->
Ep300,Nfe2l2,->
Atf4,Apoe,->
Atf4,Atf6,->
Atf4,Nfe2l2,->
Atf4,Th,->
Atf4,Lhx2,->
Lhx2,Pax6,->
Ep300,Myc,-|
Atf4,Runx2,->
Atf4,Plau,->
Atf4,Ccnd1,->
Atf4,Pdgfra,->
Atf4,Il6,-|
Atf4,Kat2b,->
Fgfrl1,Gp6,->
Itgb4,Ptk2,->
Il18bp,Il6ra,->
Mapkapk2,Creb1,->
Mapk10,Snph,->
Mapkapk2,Ncoa1,->
Mapk9,Irs1,-|
Mapk8,Bptf,->
Mapk9,Mapkapk5,->
Mapk9,Rps6kb1,->
Mapk9,Yap1,->
Cebpe,Gfi1,->
Mapkapk2,Rps6ka1,->
Camk2d,Ppp1r14a,->
Mapk9,H2ax,->
Egr2,Jun,->
Egr2,Ret,->
Egr2,Egr1,-|
Egr2,Mapk8ip1,->
Egr2,Cebpb,->
Egr2,Tnfsf11,-|
Egr2,Hoxb3,->
Hoxb3,Foxa2,->
Sox10,Phox2b,-|
Egr2,Ddx20,->
Ddx20,Foxl2,->
Egr2,Gfi1,-|
Egr2,Cdkn2a,->
Cebpb,Rb1,->
Egr2,Id2,->
Egr2,Egfr,->
Egr2,Plac8,->
Plac8,Akt1,->
Egr2,Cdkn1a,->
Egr2,Cdkn1b,->
Egr2,Per1,->
Egr2,Tnf,->
Egr2,Il6,-|
Egr2,Btk,->
Btk,Pxn,->
Btk,Plcg1,->
Egr2,Epha4,->
Egr2,Erbb2,->
Egr2,Faslg,-|
Egr2,Igf1,->
Egr2,Cbl,->
Cebpb,Crebbp,->
Egr2,Acvr1,->
Egr2,Fgf2,->
Egr2,Ifng,->
Btk,Jak2,->
Sox10,Nes,->
Egr2,Mecp2,->
Cebpb,Socs3,->
Egr2,Il17a,->
Mecp2,Ehmt2,-|
Egr2,Cd44,->
Egr2,Chd4,->
Chd4,Rnf8,-|
Rnf8,Rxra,->
Egr2,Ccl12,->
Gfi1,Cxcr4,-|
Jun,Oxtr,->
Egr2,Fst,->
Egr2,Ptgs2,->
Egr2,Socs1,->
Gfi1,Il7r,-|
Mecp2,Mef2c,-|
Cebpb,Ccne1,->
Mecp2,Dnmt1,->
Sox10,Sufu,->
Sufu,Gli1,->
Egr2,Hoxb2,->
Egr2,Il4,->
Mecp2,Dll1,-|
Prkcz,Mapk3,->
Prkcz,Gsk3b,-|
Prkcz,Mapk1,->
Prkcz,Akt1,-|
Aurka,Tp53,->
Prkcz,Ctnnb1,->
Prkcz,Prkca,->
Prkcz,Akt3,->
Prkcz,Ikbkb,->
Ywhab,Srpk2,-|
Prkcz,Pten,->
Prkcz,Mapk7,-|
Mapk7,Myc,->
Prkcz,Akt2,->
Prkcz,Psen1,->
Nr1h4,Tnfrsf11b,->
Prkcz,Met,-|
Prkcz,Smarcd3,->
