source_genesymbol,target_genesymbol,interaction_type
Pparg,Bmal1,->
Stat3,Fn1,->
Akt1,Nfatc2,->
Ptprf,Plcg1,-|
Akt1,Ikbkb,->
Stat3,Ar,->
Ptprf,Lck,->
Lck,Notch1,->
Foxo3,Nfkb1,->
Cd247,Nck1,->
Nck1,Pak1,->
Akt1,Cycs,->
Ctnnb1,Ncoa2,->
Stat3,Cdk4,->
Akt1,Sp1,->
Stat3,Epas1,->
Akt1,Runx2,->
Stat3,Fas,-|
Stat3,Il10,->
Insr,Igf1r,->
Stat3,Ezh2,->
Akt1,Diablo,->
Foxo3,Smad4,->
Stat3,Il1b,->
Pparg,H2-T23,->
Stat3,Cops5,->
Akt1,Bcl2l11,-|
Akt1,Tp53bp1,-|
Stat3,Casp3,->
Akt1,Prkaca,->
Ctnnb1,Capn2,->
Stat3,Rela,->
Stat3,Tnf,-|
Shc1,Src,->
Ptprf,Met,->
Met,Parp1,->
Mtor,Uvrag,->
Egfr,E2f1,->
Stat3,Mad1l1,->
Fyn,Grin2a,->
E2f1,Srf,-|
Stat3,Irf1,->
Stat3,Gabpa,->
Stat3,Il11,->
Stat3,Fcgr1,->
Lck,Syk,->
Ctnnb1,Cdx4,->
Stat3,Ifng,->
Stat3,Ptpn11,->
Stat3,Gsk3b,-|
E2f1,Ei24,->
Akt1,H3c6,->
Fyn,Cdk5,->
Ctnnb1,Fadd,-|
Stat3,Ccl20,->
Ctnnb1,Snai2,->
Met,Nrp1,->
Sox2,Nes,->
Stat3,Prkca,->
Stat3,Birc3,->
Stat3,Cebpb,->
Fyn,Gtf2i,->
Plk1,Kat7,->
Akt1,Cdk2,->
Stat5a,Rarb,->
Dapk1,Mapk3,-|
Stat3,Maf,->
Prkd1,Ywhah,->
Stat3,Nr0b1,->
Nr0b1,Nr5a1,-|
Stat3,Myod1,->
Stat3,Apex1,->
Stat3,Xbp1,->
Mapk14,Rbpj,->
Lck,Socs3,->
Stat3,Cd274,->
Stat5a,Tnfrsf11a,->
Stat3,Skp2,->
Zap70,Dusp3,->
Dusp3,Fgfr2,->
Akt1,Mst1r,->
Stat3,Pou2f1,->
Akt1,Ar,->
Akt1,Itch,->
Ptprf,Ret,-|
Stat3,Fgf2,->
Fyn,Rps6ka3,->
Stat3,Fos,->
Fyn,Nfe2l2,-|
Akt1,Rps6kb1,->
Akt1,Nfe2l2,->
Dapk1,Map1b,->
Ctnnb1,Jun,->
Insr,Hck,->
Stat3,Hif1a,->
Stat3,Clu,->
E2f1,Nfya,->
Stat3,Pros1,->
Pros1,Tyro3,->
Fyn,Dcc,->
Stat3,Cxcl10,->
Stat3,Bcl2l1,->
Akt1,Map3k5,-|
Tnfrsf14,Traf5,->
Stat3,Ddit3,-|
Ntrk1,App,->
Stat3,Faslg,-|
Stat3,Tnfsf11,->
Stat3,Myb,-|
Stat3,Il12b,-|
Stat3,Birc5,->
Akt1,Bax,-|
Akt1,Mdm2,->
Akt1,Casp9,->
Lck,Foxp3,-|
Met,Fas,-|
Ctnnb1,Cd44,->
Stat3,Ciita,->
Stat3,Ahr,->
Stat3,Th,->
Akt1,Card11,->
Stat3,Zfp36,->
Stat3,Cebpa,->
Stat3,Mmp2,->
Ptprs,Ntrk3,->
Ntrk3,Siglec5,->
Stat3,Nr3c1,->
Stat3,Srebf1,-|
Akt1,Prkcq,->
Stat3,Bad,-|
Akt1,Nqo1,->
Stat3,Ccl12,->
Akt1,Gsk3a,-|
Stat3,Mndal,->
Lck,Prkcd,->
Map3k5,Daxx,->
Akt1,H3c11,->
Akt1,Btk,->
Akt1,Ep300,->
Fadd,Tradd,->
Akt1,Map2k4,-|
Ctnnb1,Bmp2,->
Stat3,Dnmt1,->
Egfr,Map2k1,->
Map2k1,Smad2,->
Ctnnb1,Fst,->
Egfr,Ccnd1,->
Ctnnb1,Pparg,->
Fyn,Ptk2,->
Stat3,Tnfrsf1b,->
Stat3,Ccnd2,->
Fyn,Fgr,->
Insr,Pdgfrb,->
Akt1,Ppp1ca,->
Fyn,Cav1,->
Stat3,Fgg,->
Fgg,Vwf,-|
Akt1,Map3k8,->
Tgfb2,Tgfbr3,->
Stat3,Mapk9,->
Akt1,Smad3,->
Pparg,Myog,-|
Stat3,Abcb1a,->
Irs1,Jak1,->
Nck1,Abl1,->
Stat3,Mnda,->
Stat3,Esr2,->
Ctnnb1,Dbh,->
Stat3,Wwtr1,->
Wwtr1,Nkx2-1,->
Insr,Ppp1r12a,->
Stat3,Foxp3,->
Egfr,Cdk6,->
Cdk2,Sirt2,-|
Stat5a,Egf,->
Stat3,Cebpd,->
Ctnnb1,Msx1,->
Stat3,Bcl2,->
Akt1,Prkaa1,-|
Stat3,Ccne1,->
Ptprs,Il1rap,->
Il1rap,Il1r1,->
E2f1,Plk3,->
Stat3,Hmox1,->
Stat3,Bcl6,->
Bcl6,Gli1,->
Pparg,Cd40,-|
Stat3,Cav1,->
Fyn,Cd79b,->
Dapk3,Ppp1r14a,->
Ctnnb1,Mybl2,-|
Stat3,Il6st,->
Shc1,Abl1,->
Abl1,Tp73,->
Prkcb,Lmnb1,->
Mapk14,Runx1,->
Stat3,Tcf7l2,->
Ctnnb1,Dll1,->
Stat3,Npy,->
Pparg,Tgfbr1,-|
Stat3,Cflar,->
Stat3,Tgfb1,->
Bad,Tp53,->
Pea15,Mapk3,->
Bcl6,Irf4,-|
Bcl2,Xrcc6,-|
Xrcc6,Prkdc,->
Prkdc,Pdx1,-|
Atf3,Il13,->
Prkdc,Irf3,->
Pea15,Mapk1,->
Vdr,Nr1h3,->
Birc6,Casp3,-|
Bid,Casp8,->
Htra2,Birc3,-|
Birc3,Ripk1,->
Tp63,Bmal1,->
Prkdc,Ikbkb,->
Diablo,Birc5,->
Birc5,Aurkb,->
Aurkb,Runx3,->
Casp9,Lyn,-|
Atf3,Il10,->
Tp63,Hes1,->
Atf3,Il1b,->
Casp3,Stk3,->
Prkdc,Srf,->
Prdm1,Stat6,-|
Atf3,Ifng,->
Becn1,Pik3c3,->
Diablo,Birc3,->
Birc6,Casp7,-|
Hr,Dlx3,->
Lyn,Ntrk2,->
Igf1r,Gnai2,->
Lyn,Hck,->
Bcl6,Spi1,->
Vdr,Il17a,->
Vdr,Tnfsf11,-|
Prkdc,Lmna,->
Atf3,Il12b,-|
Aurkb,Myl9,->
Apaf1,Casp9,->
Prkdc,Ciita,->
Diablo,Birc2,->
Casp9,Casp6,->
Prkdc,Nr4a2,->
Birc2,Casp2,-|
Lyn,Btk,->
Birc2,Ikbkg,->
Aurkb,Wwc1,->
Prkdc,Src,->
Birc3,Map3k14,-|
Prkdc,Mef2c,->
Prkdc,Ppp1r12a,->
Prkdc,Prkd1,->
Bad,Bcl2l1,->
Aurkb,Pkm,->
Casp3,Mef2a,->
Prkdc,Nbn,->
Diablo,Xiap,->
Fzd7,Gnas,->
Gnas,Src,->
Gnas,Hck,->
Hck,Stat3,->
Fzd7,Dvl1,->
Dvl1,Lrrk2,->
Lrrk2,Tp53,->
Dvl1,Smad3,->
Dvl1,Gsk3b,-|
Gsk3b,Klf5,-|
Dvl1,Ctnnb1,->
Dvl1,Rhoa,->
Rhoa,Rock2,->
Smad3,Tnfrsf11b,->
Smad3,Foxa2,->
Smad3,Foxo1,->
Gsk3b,Neurod1,->
Dvl1,Jun,->
Jun,Cop1,->
Gsk3b,Runx1,->
Smad3,Bax,-|
Gsk3b,Tp53,->
Gsk3b,Kat5,->
Dvl1,Rac1,->
Rac1,Mapk8,->
Smad3,E2f2,->
Smad3,Vdr,->
Pin1,Irf3,-|
Dvl1,Rock1,->
Rock1,Mapk1,-|
Gsk3b,Creb1,->
Smad3,Tgfb3,->
Gsk3b,Hsf1,-|
Smad3,Cdkn1a,->
Gsk3b,Bax,->
Gnas,Axin1,->
Axin1,Myc,->
Rhoa,Prkaca,->
Gsk3b,Foxm1,->
Foxm1,Plk1,->
Smad3,Esr1,-|
Jun,Mcl1,->
Gsk3b,Ncor2,->
Gsk3b,Junb,->
Smad3,Il6,-|
Smad3,Fn1,->
Ctnnb1,Sox2,->
Gsk3b,Nfkb1,->
Gsk3b,Ezh2,->
Rac1,Pak1,->
Gsk3b,Mapk14,-|
Gnas,Adora1,->
Adora1,Gnb2,->
Smad3,Bbc3,->
Axin1,Csnk1d,->
Gsk3b,Rb1,->
Rock1,Dapk3,->
Smad3,Smad4,->
Smad3,Il1b,-|
Gsk3b,Ncoa1,->
Src,Prkca,->
Axin1,Smad7,->
Jun,Casp3,->
Ctnnb1,Tp53bp1,-|
Src,Prkaca,->
Jun,Klf6,->
Gsk3b,Smad1,->
Smad3,Tnf,-|
Jun,Atf3,->
Gsk3b,E2f1,->
Smad3,Srf,->
Smad3,Stat4,-|
Jun,Txn,->
Gnas,Pik3r1,->
Axin1,Gsk3a,->
Gsk3a,Nfatc1,-|
Ctnnb1,E2f1,->
Src,Syk,->
Gsk3b,Kmt2a,->
Smad3,Ifng,->
Kmt2a,Hoxa10,->
Gnas,Htr6,->
Htr6,Gnai1,->
Hck,Prkcd,->
Prkcd,H3c6,->
Ripk2,Bcl10,->
Smad3,Ccl20,->
Ar,Nrp1,->
Gsk3b,Rela,->
Gsk3b,Il16,->
Gsk3b,Sp1,->
Src,Stat3,->
Gsk3b,Nr5a1,->
Smad3,Myod1,-|
Gnas,Adrb2,->
Adrb2,Mog,->
Mog,Tie1,->
Gsk3b,Ets1,->
Gsk3b,Lifr,->
Gsk3b,Nbr1,-|
Nbr1,Gabarapl1,->
Jun,Socs3,->
Adrb2,Ywhaq,->
Gsk3b,Nr1d1,->
Jun,Il1a,->
Smad3,Col2a1,->
Rock1,Ppp1ca,-|
Ppp1ca,Hdac1,->
Jun,Ngf,->
Gsk3b,Adam17,->
Lrrk2,Hif1a,->
Jun,Apoe,-|
Smad3,Pin1,->
Smad3,Il17a,-|
Smad3,Gclc,-|
Gsk3b,Lmna,->
Jun,Il12b,->
Smad3,Birc5,->
Jun,Myl9,->
Jun,Clu,->
Gsk3b,Rps6kb1,->
Jun,Tnfrsf10b,->
Smad3,Ciita,-|
Smad3,Cebpb,-|
Gsk3b,Mapkapk2,->
Gsk3b,Vdac1,-|
Smad3,Zfp36,->
Adora1,Gnai3,->
Smad3,Creb1,->
Smad3,Mmp2,->
Jun,Spib,->
Gsk3b,Srebf1,-|
Src,Wnk4,->
Smad3,Foxa1,-|
Smad3,Ccl12,->
Jun,Ptn,->
Gsk3b,Rara,->
Smad3,Foxo3,->
Jun,Mndal,->
Adrb2,Cxcr4,->
Jun,Pdcd4,->
Gsk3b,Hdlbp,->
Hdlbp,Ctcf,->
Gsk3b,Mitf,->
Prkcd,H3c11,->
Smad3,Serpinb5,->
Lrrk2,Map2k3,->
Smad3,Cebpa,-|
Jun,Krt18,->
Gsk3b,Mcl1,-|
Dvl1,Apc,-|
Apc,Odc1,-|
Lrrk2,Map2k7,->
Hck,Ptk2,->
Smad3,Cdkn2a,->
Src,Csk,->
Csk,Slk,->
Smad3,Fst,->
Hsf1,Hdac2,->
Rock1,Sox9,->
Src,Capn1,-|
Ctnnb1,Dnmt1,->
Rxra,Tfap2a,->
Gsk3a,Bcl3,->
Jun,Lif,->
Fkbp8,Mtor,-|
Smad3,Ccnd2,->
Jun,Relb,->
Gsk3b,Phlpp1,-|
Src,Fyn,->
Jun,Casp1,->
Jun,Map3k8,->
Gsk3b,Elk1,->
Smad3,Myog,->
Ctnnb1,Abcb1a,->
Gsk3b,Camk2d,->
Camk2d,Itpr2,-|
Gsk3b,Ncoa3,->
Jun,Mnda,->
Rara,Esr2,->
Jun,Nfatc4,->
Smad3,Sirt1,->
Rock1,Ppp1r12a,->
Gsk3b,Rps6ka1,->
Hck,Stat5b,->
Smad3,Bcl2,-|
Stat5b,Tnfsf10,->
Jun,Ets2,->
Smad3,App,->
Smad3,Lef1,->
Src,Lyn,->
Hck,Pxn,->
Pxn,Ptpn11,-|
Jun,Krt14,->
Jun,Il6st,->
Gsk3b,Sgk1,->
Hck,Tp73,->
Smad3,Ppard,-|
Jun,Nfkb2,->
Gsk3b,Mef2a,->
Ctnnb1,Bcl2l1,->
Jun,Abcc1,->
Smad3,Tcf7l2,->
Jun,Smurf1,->
Smurf1,Tgfbr1,->
Smad3,Xiap,-|
Gsk3b,Sf1,->
Smad3,Tgfb1,->
Ctsd,App,->
App,Cav1,->
Cav1,Src,->
Cav1,Ppp2ca,-|
Ppp2ca,Mapk3,-|
App,Mtnr1a,->
Mtnr1a,Mapk1,->
Mapk1,Tp53,->
Ctsd,Ins2,->
Insr,Prkca,->
Insr,Blvra,->
Blvra,Prkcb,->
Cav1,Fyn,->
Mapk1,Myc,->
Gpc1,Tnfrsf11b,->
App,Lrp6,->
Lrp6,Gsk3b,-|
Mapk1,Bax,->
Mycn,Fzd7,->
Insr,Stat5a,->
Stat5a,Il13,-|
Igf1r,Cdk1,->
Mapk1,Akt1,->
Igf1r,Gtf2i,->
App,Notch2,->
Tcf3,Vdr,->
Tcf3,Id2,->
App,Dcc,->
Mapk1,Cdkn1a,->
Mapk1,Cdkn1b,->
Cav1,Egfr,->
Cav1,Abl1,->
Abl1,Stk3,->
Abl1,Plk1,->
Csnk2a1,Ccar2,->
Mapk1,Mcl1,->
Notch2,Traf6,-|
Rbpj,Ncor2,-|
Abl1,Junb,->
Rbpj,Il6,->
Tcf3,Fn1,->
Mtnr1a,Gnaq,->
Gnaq,Rhoa,->
Mapk1,Ar,->
Mapk1,E2f1,->
Rbpj,Nfkb1,->
Mapk1,Pak1,->
App,Adra2a,->
Adra2a,Gnb2,->
Mapk1,Pou5f1,-|
Igf1r,Ets1,->
Tcf3,Bbc3,-|
Igf1r,Pdpk1,->
Tcf3,Nr0b2,->
Calm1,Fas,->
Abl1,Yy1,->
Cav1,Hmga1,->
Insr,Abl2,->
Hmga1,Spi1,->
App,Ntrk1,->
Hmga1,Il1b,->
Ybx1,H2-T23,->
Lrp6,Axin1,->
Abl1,Tp53bp1,->
Rbpj,Hnf1a,-|
Tcf3,Tnf,->
Tfeb,Uvrag,->
Stat5b,Irf1,-|
Insr,Fgfr1,->
Insr,Irs1,->
Rbpj,Nfatc1,->
Abl1,Stat6,->
Igf1r,Hoxa10,->
Hoxa10,Il11,-|
Insr,Syk,->
Hmga1,Ifng,->
Mtnr1a,Gnai1,->
Traf6,Irf5,->
Tnfrsf21,Tradd,->
Mapk1,Hsf4,->
Hsf4,Hsf2,-|
Rbpj,Ascl1,-|
Insr,Calm2,-|
App,Flt1,->
Flt1,Nrp1,->
Rbpj,Nes,-|
Hoxa10,Il15,->
Insr,Dyrk1a,->
Dyrk1a,Foxo4,-|
Mapk1,Cdk2,->
Blvra,Jund,->
Igf1r,Jak2,->
Blvra,Atf2,->
Mapk1,Ep300,->
Mapk1,Bcl2,->
Ppp2ca,Casp3,->
Tcf3,Litaf,->
Rbpj,Skp2,->
Insr,Axl,->
Axl,Il6ra,->
Igf1r,Mst1r,->
Mapk1,Rps6ka5,->
Fyn,Itch,-|
Rbpj,Gata3,->
App,Ngfr,->
App,Ncstn,->
Ncstn,Psen1,->
Psen1,Notch1,->
App,Cntn3,->
Cntn3,Ptprg,->
Gsk3b,Map1b,-|
Rbpj,Bnip3,->
Flt1,Cd300lf,->
Rbpj,Il17a,->
Ybx1,Faslg,->
Rbpj,Tnfsf11,->
Prkca,Tfrc,->
Dyrk1a,Cdkl5,->
Insr,Calm3,-|
Stat4,Il12b,->
Rbpj,Birc5,->
Stat5a,Dnmt3a,->
Igf1r,Btk,->
Btk,Tnfrsf10b,->
Hmga1,Cd44,->
Ybx1,Klf4,->
Ppp2ca,Creb1,->
Cav1,Pdgfrb,->
Mapk1,Gli2,->
Gli2,Il1r2,->
Prkca,Sdc2,->
Stat5a,Ccl12,->
Gpc1,Col18a1,->
App,Cd74,->
Cd74,Cxcr4,->
Yy1,Ctcf,->
Ppp2ca,Traf2,-|
Abl1,Mavs,->
Mavs,Traf3,->
Igf1r,Bmx,->
Bmx,Bak1,->
Traf6,Ikbkg,-|
Stat5a,Fasn,-|
Igf1r,Ret,->
Hoxa10,Sp7,->
Mtnr1a,Gnai3,->
Tcf3,Cdkn2a,->
Tcf3,Lta,-|
Abl1,Tp63,->
Igf1r,Csk,->
Mycn,Inhba,-|
Abl1,Hdac2,->
Mapk1,Hif1a,->
Insr,Phb1,->
Mycn,Ppp2r2c,->
Runx1,Hapln1,->
Stat5a,Lta,->
Igf1r,Pcna,->
Stat5a,Lif,->
Ppp2ca,Mapk8,->
Abl1,Ccnd2,->
Rbpj,Relb,->
Lrp6,Dvl1,->
Csnk2a1,Fosb,->
Ets1,Casp1,->
Traf6,Map3k14,->
Mycn,Tgfbr3,-|
Runx1,Tcf12,->
Tcf3,Myog,->
Tcf3,Abcb1a,->
Igf1r,Jak3,->
Jak3,Il7r,->
Mtnr1a,Calr,->
Calr,Itga3,->
Nr4a2,Dbh,->
Axl,Adam17,->
Col18a1,Gpc4,->
Rbpj,Foxp3,->
Tradd,Ripk1,->
Igf1r,Vcp,->
Vcp,Rigi,-|
Gsk3b,Lef1,->
Blvra,Hmox1,->
Rbpj,Rel,->
Rbpj,Cd40,->
Insr,Lyn,->
Insr,Ptpn11,->
Mapk1,Sgk1,->
Gsk3b,Nfkb2,->
Tcf3,Tal1,->
Insr,Lck,->
Stat5a,Ltf,->
Ybx1,Abcc1,->
Insr,Pdpk1,->
Ybx1,Bmi1,->
Insr,Cbl,->
Gtf2i,Tgfb1,->
Il13,Il13ra1,->
Il13ra1,Jak2,->
Jak2,Myc,->
Jak2,Mapk3,->
Jak2,Stat3,->
Il13ra1,Tyk2,->
Tyk2,Stat2,->
Stat2,Irf9,->
Jak2,Stat6,->
Stat6,Irf4,->
Stat6,Tnfrsf11b,->
Myc,Mycn,->
Il13,Il4r,->
Il4r,Stat5a,->
Stat5a,Mef2c,-|
Il4r,Irs1,->
Atm,Cop1,-|
Il4r,Jak1,->
Jak1,Sirt1,->
Jak2,Mapk1,->
Il4r,Jak3,->
Jak3,Ctnnb1,->
Stat5a,Fos,->
Stat5a,Rb1,->
Stat5a,Id2,-|
Stat5a,Hsp90aa1,->
Jak2,Ppp2ca,->
Ppp2ca,Chuk,->
Stat5a,Esr1,->
Myc,Ybx1,->
Myc,Ndrg1,-|
Stat5a,Cdkn1a,->
Irs1,Akt1,->
Jak2,Cdkn1b,->
Stat3,Becn1,-|
Jak2,Ezh2,-|
Ezh2,Klf2,->
Ppp2ca,Stk3,-|
Stat5a,Sp1,->
Stat5a,Il6,->
Myc,Dkk1,-|
Jak2,Dbp,->
Dbp,Bmal1,->
Stat6,Rhoa,->
Ppp2ca,Ikbkb,->
Stat5a,Ar,->
Foxp3,Nfkb1,->
Jak2,Pak1,->
Jak2,Gtf2i,->
Stat3,Dapk1,-|
Stat5a,Lef1,-|
Myc,Bbc3,->
Jak3,Nfatc1,->
Stat5a,Il10,->
Stat5a,Src,->
Ezh2,Mark1,->
Ppp2ca,Rps6ka3,->
Stat5a,Igf1r,->
Stat5a,Bcl2l11,->
Myc,E2f3,->
Jak2,H3c6,->
Ppp2ca,Prkaca,-|
Sp1,Klf6,->
Stat5a,Tnf,->
Stat3,Foxo3,->
Myc,Atf3,->
Myc,Ltb,->
Stat5a,Prox1,->
Myc,Mcm7,->
Stat5a,Irf1,-|
Myc,Txn,->
Stat6,Fgfr1,->
Il4r,Irs2,->
Irs2,Pik3cg,->
Stat5a,Fcgr1,->
Stat5a,Pax5,->
Jak2,Prmt5,-|
Stat5a,Ifng,->
Jak2,Ptpn11,->
Jak2,Egfr,->
Stat5a,Irf5,->
Tcf7l2,Sox5,->
Ezh2,Ascl1,->
Pak1,Mapk6,->
Tfap2a,Nrp1,->
Ppp2ca,Mapk14,->
Jak2,Raf1,->
Tyk2,Prkd2,->
Prkd2,Ssh1,-|
Nfatc1,Nfic,->
Jak2,Stat5b,->
Stat5b,Pparg,-|
Stat5a,Nr3c1,->
Jak1,Stat6,->
Stat6,Il19,->
Prkca,Grin2b,->
Jak2,Socs3,->
Stat3,Ikbke,->
Jak1,Cd274,->
Socs3,Lifr,-|
Jak2,Adrb2,->
Il13,Il2rg,->
Il2rg,Pik3r1,->
Jak2,Tec,->
Tec,Fgf2,->
Stat5a,Gfi1,->
Gfi1,Egr2,-|
Fos,Col2a1,-|
Irs1,Insr,->
Ezh2,Hdac1,-|
Stat6,Gata3,->
Ezh2,Ngfr,->
Ppp2ca,Cdk1,->
Nfatc1,Tnfsf14,->
Stat5a,Sumo1,-|
Stat5b,Jun,->
Jak3,Ptk2b,->
Ptk2b,Hck,->
Nr3c1,Bnip3,->
Dnmt3a,Dnmt3b,->
Stat6,Tnfrsf8,->
Aurka,Pin1,-|
Jak1,Eif2ak3,->
Eif2ak3,Apaf1,-|
Jak2,Map3k5,-|
Rel,Traf5,->
Onecut1,Hnf1b,->
Stat5a,Tnfsf11,->
Stat5a,Tfrc,->
Myc,Lmna,->
Ppp2ca,Mdm2,->
Myc,Casp9,->
Dbp,Tcf3,->
Stat5a,Cd44,->
Ppp2ca,Mapkapk2,->
Eif2ak3,Birc2,->
Ppp2ca,Card11,-|
Stat5a,Maf,->
Maf,Casp6,->
Stat5a,Stk11,->
Ezh2,Lmx1a,->
Ezh2,Pax8,->
Mef2c,Nr2f1,->
Stat5a,Pml,->
Stat4,Fcgrt,->
Sirt1,Nqo1,-|
Tfap2a,Tgfbr2,->
Myc,Pdcd4,->
Mapk8,Bid,->
Stat5a,Abl1,->
Abl1,Prkcd,->
Jak2,H3c11,->
Stat5a,Myd88,->
Myd88,Traf3,->
Stat5a,Cebpa,->
Stat6,Ep300,->
Bcl2l1,Bak1,-|
Myc,Odc1,->
Myc,Atf4,->
Map3k5,Map2k7,->
Ezh2,Slit2,->
Slit2,Gpc1,->
Ptpn11,Ptk2,-|
Stat5a,Hrh1,->
Stat6,Cdkn2a,->
Ppp2ca,Smad2,->
Sp1,Tigar,->
Irs1,Csk,->
Myc,Thbs1,-|
Myc,Tgfa,->
Tfap2a,Nr2f2,->
Sp1,Bnip3l,->
Stat5a,Ccnd2,->
Tfap2a,Hrk,->
Ppp2ca,Cdk2,->
Myc,Sp3,-|
Ppp2ca,Stk4,-|
Tfap2a,Slc1a2,->
Myc,Casp1,->
Sp1,Furin,->
Sp1,Mta1,->
Ppp2ca,Smad3,->
Myc,Parp1,->
Ebf1,Gfi1b,->
Stat5a,Abcb1a,->
Mapk8,Ncoa3,->
Sp1,Nkx2-1,->
Myc,Nkx3-1,->
Stat6,Tnfsf13,->
Raf1,Ppp1r12a,->
Ppp2ca,Rps6ka1,->
Lta,Ripk1,->
Onecut1,Tbp,->
Stat2,Irf7,->
Stat5a,Bcl2,->
Myc,Ets2,->
Stat3,App,->
Stat5a,Bcl6,->
Stat6,Cd40,->
Ppp2ca,Ppp1r14a,->
Tfap2a,Krt14,->
Ppp2ca,Prkd1,-|
Ptpn11,Fyn,->
Sp1,Abcc1,-|
Nfatc1,Tnfsf13b,->
Dbp,Arnt,->
Kat5,Ppp2r5c,->
Ppp2r5c,Mapk3,-|
Kat5,Tp53,->
Kat5,Myc,->
Kat5,Crebbp,->
Kat5,Cdk1,->
Kat5,Ar,->
Kat5,Stat3,-|
Cdk1,Pkn1,->
Pkn1,Fzd7,->
Kat5,Myb,->
Kat5,Prkdc,->
Prkdc,Mapk8,->
Kat5,Atm,->
Kat5,Notch1,->
Kat5,Abl1,->
Abl1,Esr1,->
Kat5,Cdkn1a,->
Prkaca,Park7,->
Abl1,Cdkn1b,-|
Ulk1,Becn1,->
Kat5,Srf,->
Srf,Il6,->
Kat5,Tnf,->
Prkaca,Rhoa,->
Prkdc,Casp2,->
Prkdc,Usf1,->
Kat5,Tp73,->
Prkaca,Hnf4a,->
Sox5,Nfkbib,->
Kat5,Klk1b26,->
Klk1b26,Ntrk1,->
Ulk1,Dapk3,->
Kat5,Xiap,->
Kat5,Myod1,->
Myc,Bcl2l11,->
Kat5,Birc2,->
Birc2,Casp3,-|
Ppp2r5c,Mapk1,-|
Prkaca,Grin2a,->
Ar,Rora,->
Kat5,Ifng,->
Prkaca,Gsk3b,->
Ar,F2r,->
Kat5,H3c6,->
Abl1,Prkca,->
Myod1,Mapk14,->
Prkaca,Rela,->
Abl1,Pparg,->
Prkaca,Fyn,->
Kat5,Tnfrsf11a,->
Ulk1,Atg4b,->
Atg4b,Gabarapl1,->
Prkaca,Fgf2,->
Prkaca,Fos,->
Kat5,Il2,->
Crebbp,Nfe2l2,->
Abl1,Jun,->
Myb,Sp3,->
Mtor,Rheb,->
Mavs,Tbk1,->
Elf1,Krt5,->
Myb,Lmo2,->
Srf,Myl9,->
Atm,Snai1,->
Atm,Mdm2,->
Abl1,Casp9,->
Kat5,Pgr,->
Pgr,Foxp3,-|
Myb,Casp8ap2,->
Kat5,Cd44,->
Prkaca,Ciita,-|
Ar,Ahr,->
Kat5,Th,->
Atm,Stk11,->
Kat5,Mmp14,->
Mmp14,Mmp2,->
Prkaca,Bad,->
Kat5,Csf2,->
Csf2,Sdc2,->
Pgr,Crabp2,->
Ppp2r5c,Gsk3a,->
Stk24,Stk38,->
Kat5,Cd4,->
Cd4,Cxcr4,->
Kat5,H3c11,->
Birc2,Traf2,-|
Srf,Nr4a1,->
Myod1,Sp7,->
Myc,Cdkn2a,->
Crebbp,Smad2,->
Kat5,Srsf2,-|
Srsf2,Aurkb,->
Birc2,Casp7,-|
Prkaca,Sox9,->
Prkaca,Aurka,->
Birc2,Map3k14,-|
Abl1,Stat5a,->
Crebbp,Smad3,->
Ar,Parp1,->
Myc,Il7r,->
Prkaca,Phox2a,-|
Myb,Gata1,->
Prkaca,Nfatc4,->
Dapk3,Myl12b,->
Birc2,Ripk1,->
Abl1,Stat5b,->
Abl1,Cebpb,->
Il1rn,Il1r1,-|
Myb,Ets2,->
Abl1,App,->
Prkaca,Ppp1r14a,->
Cd4,Lck,->
Pgr,Ltf,-|
Kat5,Sox4,->
Sox4,Tcf7l2,->
Prkdc,Fus,->
Sirt6,Rela,-|
Sirt6,Tp53,-|
Sirt6,Srebf1,->
Srebf1,Pdx1,-|
Rela,Wnt5a,->
Wnt5a,Fzd7,->
Crebbp,Kat5,->
Crebbp,Rara,->
Rela,Creb1,-|
Rela,Stat5a,->
Rela,Mapk14,->
Mapk14,Htra2,->
Rela,Csnk2a1,->
Rela,Akt1,-|
Rela,Nod2,->
Nod2,Map3k7,->
Rela,Junb,->
Sirt6,Tnf,->
Sirt6,Rbbp8,->
Rbbp8,Brca1,->
Brca1,Sox2,->
Sp1,Nfatc2,->
Rela,Ikbkb,->
Rela,Kitlg,->
Rbbp8,Spen,-|
Spen,Rbpj,-|
Sp1,Cycs,->
Mapk14,Ncoa2,->
Srebf1,Nr0b2,->
Rela,Hes1,->
Nr3c1,Rps6ka3,->
Birc3,Diablo,-|
Rela,Hdac4,->
Hdac4,Smad4,->
Nr3c1,Ncoa1,->
Sirt6,H3c6,->
Rela,Mapk1,->
Mapk14,Etv6,->
Rbbp8,Atm,->
Atm,Smad1,->
Sp1,Cdh5,->
Ncor2,Rorc,->
Rela,Mapk8,->
Rela,Calm1,->
Rela,Wt1,->
Sp1,Rest,->
Sp1,Rora,->
Hdac4,Runx2,-|
Rela,Nfatc1,->
Sp1,Pax3,->
Rela,Snai2,->
Rela,Calm2,->
Sp1,Nes,->
Rela,Il15,->
Ncor2,Rarb,->
Sp1,Jund,->
Srebf1,Hsd17b7,->
Rela,Src,->
Rela,Bcl2l11,-|
Srebf1,Pparg,->
Sp1,Nr5a1,->
Rela,Myod1,->
Sp1,Atp1b1,->
Atp1b1,Negr1,->
Rela,Pparg,-|
Pparg,Pou2f1,->
Rela,Stat3,->
Rela,Kmt2a,->
Rela,Prkcg,->
